"TFBS","Correlation","P_value","Adjusted_P_value","Null_Hypothesis"
"BHLH3",0.0260457886833661,0.729277834390568,0.9858514737575,"Accept"
"BHLH49",0.0280448713555361,0.709401918294608,0.9858514737575,"Accept"
"BHLH72",0.0318596887478225,0.672021788329002,0.9858514737575,"Accept"
"BIM1",-0.00760843509989036,0.91948517672586,0.9858514737575,"Accept"
"BMY2",-0.00425990540403763,0.954868119844155,0.9858514737575,"Accept"
"BPC1",0.149121251800765,0.0463400503021523,0.77564417529555,"Accept"
"BPC5",0.18214759944126,0.0146731910878468,0.742869364642466,"Accept"
"BPC6",0.13886183543992,0.0637648165596349,0.807920882388444,"Accept"
"BRN2",-0.0755887318289297,0.314577772677822,0.904228562912323,"Accept"
"BZIP11",0.103073112249297,0.169745213086463,0.858495574099163,"Accept"
"BZIP16",0.0460701565060168,0.540283879433595,0.976216233894167,"Accept"
